BF,dataset,dim,size,nonlinearity,mean,harmonic_mean,standard_deviation,median,MSE_PRSM_1,RMSE_PRSM_1,MAE_PRSM_1,MSE_PRSM_2,RMSE_PRSM_2,MAE_PRSM_2,gradient1,gradient2,gradient3,gradient4
BF1,BF1_1,2,12,0.775000478,-4.63E-17,9.228196512,1,-0.484774066,0.949375215,0.974358874,0.759961373,0.124478182,0.352814657,0.321011276,-0.124139849,0.005022893,0.336154433,0.001854925
BF1,BF1_2,2,24,0.429622353,0,-1.109784662,1,-0.480995024,0.67466934,0.821382578,0.676502643,0.089452049,0.299085354,0.258358352,0.018984931,0.041958169,0.112244798,0.007096747
BF1,BF1_3,2,36,0.757667345,3.85E-17,-0.683982967,1,-0.337987377,0.941274884,0.97019322,0.714250504,0.240650409,0.490561321,0.400077168,0.016934315,0.038203325,0.142703313,0.004533512
BF1,BF1_4,2,48,0.525753358,5.55E-17,-0.473197732,1,-0.37398932,0.775090122,0.880392028,0.62965258,0.230247565,0.479841188,0.362201634,-0.022239738,0.029819709,0.194145067,0.003415912
BF1,BF1_5,2,60,0.351713257,-1.30E-17,-0.260443106,1,-0.410563305,0.579724299,0.761396282,0.58311445,0.17429712,0.417489066,0.308126813,0.022986414,0.026973056,0.153402814,0.004041737
BF1,BF1_6,2,72,0.65849664,-1.60E-16,-11.13258214,1,-0.367896515,0.883375455,0.939880554,0.669128754,0.209498797,0.457710386,0.342594061,-0.017136491,0.024216943,0.144079915,0.0028803
BF1,BF1_7,2,84,0.602341596,3.04E-17,-1.3104334,1,-0.400953976,0.841867794,0.917533538,0.662151912,0.267993484,0.51768087,0.413087518,0.001387842,0.013028965,0.164686645,0.000109797
BF1,BF1_8,2,96,0.651593344,-6.48E-17,-0.86721753,1,-0.31056852,0.878612802,0.937343481,0.75232973,0.29200175,0.540371862,0.438874838,0.002395842,0.013772171,0.110920045,0.000297475
BF1,BF1_9,2,108,0.523909455,-3.08E-17,-0.146814615,1,-0.350568847,0.773337793,0.879396266,0.624435896,0.251375542,0.501373655,0.398107293,-0.005505447,0.019524622,0.131790545,0.000815626
BF1,BF1_10,2,120,0.61566585,3.33E-17,0.167099182,1,-0.432910481,0.852287261,0.923194054,0.695005825,0.250751055,0.500750492,0.396731826,-0.003133491,0.0243219,0.119641411,0.000637007
BF2,BF2_1,2,12,0.377531482,1.85E-16,-0.27564088,1,-0.427337489,0.612532945,0.782644839,0.684512858,0.05018204,0.224013481,0.190550747,0.073602605,0.055245201,0.409413898,0.009931736
BF2,BF2_2,2,24,0.691139285,-9.25E-17,-3.067411263,1,-0.436342407,0.904605059,0.95110728,0.714001297,0.29661277,0.544621676,0.461509842,-0.045374691,0.007440048,0.470554709,0.00071743
BF2,BF2_3,2,36,0.830417963,-2.44E-16,0.070980975,1,-0.32522406,0.971241933,0.985516074,0.754769101,0.543999611,0.737563293,0.551283341,-0.010391137,0.001503434,0.349621639,4.47E-05
BF2,BF2_4,2,48,0.86756386,1.02E-16,-0.68305624,1,-0.415118957,0.982460669,0.99119154,0.777780312,0.451602433,0.672013715,0.514984471,0.064562028,0.004929791,0.283004599,0.001124636
BF2,BF2_5,2,60,0.982285177,-1.11E-17,-0.862732714,1,-0.357679756,0.999686185,0.99984308,0.691674952,0.529024684,0.72734083,0.56590811,-0.007877445,0.012917043,0.368230035,0.000276331
BF2,BF2_6,2,72,0.836471843,0,-1.438691575,1,-0.280192996,0.973258542,0.986538667,0.650087358,0.485074639,0.696473,0.522008421,-0.023049028,0.003450241,0.33118359,0.000240123
BF2,BF2_7,2,84,0.90032531,-1.95E-17,-0.040702579,1,-0.317655403,0.990064956,0.995020078,0.688647396,0.565335729,0.75188811,0.571614807,-0.013520498,0.006275989,0.343137174,0.00024729
BF2,BF2_8,2,96,0.918174534,4.16E-17,-0.820156169,1,-0.328644592,0.993304593,0.996646674,0.714323714,0.560116277,0.748409164,0.556904143,-0.037611099,0.010278928,0.317325565,0.001218313
BF2,BF2_9,2,108,0.947869022,1.05E-16,-0.627911541,1,-0.300864396,0.997282361,0.998640256,0.70386863,0.565689092,0.752123056,0.571763604,0.005992241,0.014210632,0.324199262,0.000262658
BF2,BF2_10,2,120,0.893328456,2.59E-17,-0.734093841,1,-0.283931529,0.988621182,0.994294313,0.721550911,0.545468058,0.738558094,0.554802074,-0.006739595,0.007529202,0.269599082,0.000188219
BF3,BF3_1,2,12,0.381706219,4.63E-17,-0.299338791,1,-0.365032859,0.617712801,0.785947072,0.602935885,0.132832598,0.364462067,0.309258567,0.214336458,0.013558798,0.428449311,0.006782937
BF3,BF3_2,2,24,0.439473798,9.25E-18,-22.07590792,1,-0.442757938,0.685810377,0.82813669,0.584358579,0.369499751,0.607864912,0.430592653,0.032559361,0.029125207,0.235006732,0.004035196
BF3,BF3_3,2,36,0.36112156,6.17E-17,-0.492101318,1,-0.393995598,0.591834339,0.769307701,0.5760123,0.203657221,0.45128397,0.347824052,0.025387584,0.023330624,0.189779891,0.003121027
BF3,BF3_4,2,48,0.368103463,-4.16E-17,-0.283633669,1,-0.437880989,0.600706766,0.775052751,0.628821223,0.215540709,0.46426362,0.36217747,0.014903326,0.014121168,0.157231907,0.001338484
BF3,BF3_5,2,60,0.422695969,7.40E-17,-0.761147206,1,-0.315130879,0.666720056,0.816529275,0.539554414,0.335078817,0.578859928,0.39715094,0.051918514,0.003438258,0.180138833,0.000990954
BF3,BF3_6,2,72,0.461402589,0,-0.284626383,1,-0.350496704,0.709912829,0.842563249,0.5736751,0.366234127,0.605172808,0.423262211,0.041475552,0.007463078,0.179712259,0.001722394
BF3,BF3_7,2,84,0.526686086,4.89E-17,-0.882362746,1,-0.413908177,0.775973938,0.880893829,0.594281315,0.528797736,0.727184802,0.467115465,0.030832312,0.01373583,0.21484229,0.001971248
BF3,BF3_8,2,96,0.554249567,1.39E-17,0.456343222,1,-0.385262064,0.801306551,0.895157277,0.623801969,0.502698429,0.709012291,0.47771794,0.014733987,0.014754487,0.150405547,0.001445375
BF3,BF3_9,2,108,0.524008211,-1.05E-16,-0.010111948,1,-0.394136289,0.773431817,0.879449724,0.588844006,0.419760617,0.647889356,0.451750208,0.022893047,0.005077544,0.125178841,0.000928595
BF3,BF3_10,2,120,0.459223679,-7.40E-17,-0.487571245,1,-0.381905506,0.70756097,0.841166434,0.580263383,0.394639874,0.628203688,0.421396334,0.049653297,0.007773172,0.185034682,0.002085899
BF4,BF4_1,3,20,0.285324904,-2.78E-17,0.635217612,1,0.479068598,0.489239507,0.69945658,0.578367363,0.097551668,0.312332625,0.193023474,-0.017152536,0.106401353,0.335146936,0.015465559
BF4,BF4_2,3,40,0.323667108,-3.33E-17,-0.84477482,1,0.45422704,0.542573819,0.736596103,0.518913403,0.233749117,0.483476077,0.341737964,-0.037415029,0.037347296,0.248717544,0.004106885
BF4,BF4_3,3,60,0.336017014,3.42E-17,1.090471529,1,0.427017889,0.559126594,0.747747681,0.560533629,0.224397917,0.473706573,0.329996583,-0.044446059,0.041378289,0.230400243,0.005359795
BF4,BF4_4,3,80,0.377777791,5.55E-17,0.464132424,1,0.387142307,0.612839522,0.782840675,0.582758144,0.240251233,0.490154296,0.370661387,-0.016152088,0.014116235,0.170534361,0.001510393
BF4,BF4_5,3,100,0.339567255,-1.50E-17,0.475605897,1,0.399125704,0.563828589,0.750885203,0.477046154,0.290568417,0.539043984,0.338129767,0.007686201,0.008365267,0.132222582,0.000640656
BF4,BF4_6,3,120,0.509343695,3.70E-17,0.382245688,1,0.341923192,0.759256391,0.871353195,0.516605422,0.508199198,0.712880914,0.429598685,-0.024433503,0.041263521,0.312081428,0.003827042
BF4,BF4_7,3,140,0.472169187,-1.90E-17,0.682113334,1,0.371149412,0.721394633,0.849349535,0.529719307,0.457061798,0.676063457,0.414129386,0.006082796,0.017943126,0.227522152,0.000980488
BF4,BF4_8,3,160,0.40983506,-3.33E-17,1.043648765,1,0.357162561,0.651705344,0.807282691,0.540069987,0.343311911,0.585928248,0.393356664,-0.051367901,0.025376581,0.292498493,0.005104509
BF4,BF4_9,3,180,0.420736756,4.93E-18,0.56814989,1,0.374396194,0.664454095,0.815140537,0.554296682,0.398058767,0.630918986,0.414092824,-0.01466428,0.008402777,0.211324348,0.000531848
BF4,BF4_10,3,200,0.36519432,4.44E-17,0.543601297,1,0.398847907,0.597021748,0.772671825,0.524191595,0.35119536,0.59261738,0.342168564,-0.00506879,0.008453108,0.200503116,0.000314289
BF5,BF5_1,6,56,0.678080014,0,0.249433524,1,0.206484331,0.896367522,0.946766879,0.412595326,0.28512809,0.533973867,0.37896233,-0.051295713,0.045602363,0.316325298,0.006761353
BF5,BF5_2,6,112,0.664640644,-3.17E-17,0.343525377,1,0.270076948,0.887534103,0.942090284,0.432837489,0.724584112,0.851225066,0.41246816,-0.020187107,0.03703219,0.579405662,0.001122452
BF5,BF5_3,6,168,0.650613729,0,0.206158987,1,0.230275177,0.877929233,0.93697878,0.422713883,0.700206223,0.836783259,0.409924178,0.025370496,0.064446666,0.488305652,0.004221595
BF5,BF5_4,6,224,0.802873025,7.93E-18,0.137155393,1,0.106298686,0.961140956,0.980377966,0.239970871,0.831716006,0.911984652,0.32619979,-0.035080855,0.036201728,0.510446504,0.000627831
BF5,BF5_5,6,280,0.67287298,2.54E-17,0.17940336,1,0.208350038,0.892987913,0.944980377,0.389589765,0.770033145,0.877515325,0.387887469,-0.021063697,0.042621148,0.504675339,0.002268103
BF5,BF5_6,6,336,0.735670991,-2.11E-17,0.199176163,1,0.202237149,0.930130175,0.964432566,0.348655342,0.851060085,0.922529178,0.37389708,0.012391691,0.051454921,0.539441322,0.003055394
BF5,BF5_7,6,392,0.676762801,9.06E-18,0.470543088,1,0.280574136,0.895517713,0.946317977,0.456277305,0.790023169,0.888832475,0.459411133,-0.007402948,0.031357054,0.486317546,0.001420151
BF5,BF5_8,6,448,0.692427646,3.17E-17,0.2633825,1,0.216825612,0.905399247,0.951524696,0.385286731,0.793727362,0.890913779,0.390358355,0.005079272,0.02527291,0.424931226,0.000819032
BF5,BF5_9,6,504,0.720546871,7.05E-18,0.161511263,1,0.175855898,0.921905948,0.960159335,0.336290934,0.828510791,0.910225681,0.342223466,-0.011100003,0.021869173,0.329251763,0.000616921
BF5,BF5_10,6,560,0.72108996,2.22E-17,0.220825444,1,0.215527394,0.92220919,0.960317234,0.386470481,0.839159647,0.916056574,0.400118485,-0.016546119,0.011475922,0.408737683,0.000694673
BF6,BF6_1,3,20,0.651544566,-2.08E-17,0.31137644,1,-0.083741916,0.87857881,0.937325349,0.780263951,1.63E-30,1.28E-15,1.02E-15,0.020529346,0.037269815,0.416702609,0.002444935
BF6,BF6_2,3,40,0.663039617,6.66E-17,-0.277927635,1,-0.382870925,0.8864577,0.941518826,0.798531701,7.96E-31,8.92E-16,7.15E-16,-0.006074443,0.070706698,0.22398887,0.0099164
BF6,BF6_3,3,60,0.688367449,1.11E-16,4.160803252,1,-0.23753448,0.902885153,0.950202691,0.728520804,2.69E-30,1.64E-15,1.16E-15,0.002763312,0.028529416,0.202496941,0.001753473
BF6,BF6_4,3,80,0.778731616,-3.33E-17,0.909416373,1,-0.296458617,0.951040302,0.975212952,0.719756021,1.96E-30,1.40E-15,1.04E-15,-0.018415005,0.00736792,0.179357299,0.000846
BF6,BF6_5,3,100,0.713486943,5.94E-17,-0.606438196,1,-0.275952677,0.917910268,0.958076337,0.730128939,1.25E-30,1.12E-15,8.70E-16,-0.011987313,0.020126792,0.179846854,0.001344362
BF6,BF6_6,3,120,0.672807136,6.66E-17,-0.806005531,1,-0.327544873,0.89294483,0.944957581,0.757115114,3.92E-31,6.26E-16,4.42E-16,0.01332083,0.010092865,0.153981946,0.000638338
BF6,BF6_7,3,140,0.751933359,7.61E-17,0.832160963,1,-0.209734437,0.938462942,0.96874297,0.780851433,8.78E-31,9.37E-16,7.87E-16,0.002395075,0.002212028,0.15778668,4.45E-05
BF6,BF6_8,3,160,0.751249307,7.77E-17,1.305896295,1,-0.202644248,0.938123093,0.968567547,0.772915943,1.34E-30,1.16E-15,9.03E-16,-0.002611761,0.014097912,0.150567178,0.000574638
BF6,BF6_9,3,180,0.699800151,-4.93E-17,0.27890635,1,-0.208152374,0.909880051,0.953876329,0.755501311,1.29E-30,1.13E-15,8.24E-16,-0.003017185,0.008135444,0.136476928,7.95E-05
BF6,BF6_10,3,200,0.694796018,4.00E-17,10.22435219,1,-0.166493102,0.906850529,0.952286999,0.736943879,7.18E-30,2.68E-15,2.05E-15,1.04E-05,0.015025429,0.151474841,0.000526283
BF7,BF7_1,4,30,0.13036751,5.09E-18,-0.780587989,1,-0.254059932,0.243739333,0.493699638,0.409358396,8.76E-31,9.36E-16,7.07E-16,0.100163411,0.04028867,0.26627761,0.01622824
BF7,BF7_2,4,60,0.228001537,6.85E-17,-0.211849171,1,-0.233212752,0.404018373,0.635624396,0.55734933,2.91E-30,1.71E-15,1.35E-15,0.05218971,0.0496938,0.210307841,0.009565389
BF7,BF7_3,4,90,0.221843616,2.58E-16,1.969075763,1,-0.337190822,0.394472642,0.628070571,0.532368343,1.05E-30,1.02E-15,7.57E-16,0.042935521,0.028124157,0.232986468,0.005287182
BF7,BF7_4,4,120,0.157680364,9.99E-17,0.718646326,1,-0.36946514,0.29049763,0.538978321,0.449393469,3.49E-30,1.87E-15,1.38E-15,0.012397428,0.032390231,0.166837137,0.004985622
BF7,BF7_5,4,150,0.178017209,8.49E-17,-3.97278962,1,-0.352900625,0.324344291,0.569512327,0.472198839,9.73E-31,9.86E-16,7.28E-16,0.035430515,0.031793864,0.160512103,0.008386646
BF7,BF7_6,4,180,0.244938673,1.33E-16,-0.773551834,1,-0.242199021,0.429882393,0.655654172,0.556687625,5.22E-30,2.29E-15,1.70E-15,0.023488079,0.031724363,0.171293132,0.006714269
BF7,BF7_7,4,210,0.211989619,-2.96E-17,-0.500809311,1,-0.224328072,0.379039639,0.615661952,0.517278176,1.75E-30,1.32E-15,1.04E-15,0.030152237,0.030877851,0.170032272,0.007448923
BF7,BF7_8,4,240,0.204679949,7.77E-17,-2.32187444,1,-0.256527606,0.367466016,0.606189752,0.493732838,2.53E-30,1.59E-15,1.31E-15,0.016838473,0.028321655,0.158424331,0.004745824
BF7,BF7_9,4,270,0.194544219,-7.89E-17,-0.635109742,1,-0.320755088,0.351240984,0.592655874,0.495011008,2.59E-30,1.61E-15,1.29E-15,0.025954317,0.033075483,0.157095139,0.005933625
BF7,BF7_10,4,300,0.210006103,5.92E-17,22.79744372,1,-0.261854808,0.375909643,0.613114706,0.504401329,3.71E-30,1.93E-15,1.44E-15,0.017709314,0.027690577,0.154524162,0.003906088
BF8,BF8_1,5,42,0.323496304,-2.11E-17,0.527493221,1,0.394563288,0.542342749,0.736439237,0.495480027,0.096176154,0.310122804,0.219063198,-0.083953163,0.075533398,0.350688293,0.010124665
BF8,BF8_2,5,84,0.373072695,-2.64E-17,-0.170566674,1,0.319591913,0.606962154,0.779077758,0.4404239,0.201774102,0.449192723,0.300962887,-0.044572318,0.02082561,0.215446931,0.00521902
BF8,BF8_3,5,126,0.292290828,-3.66E-17,0.375873681,1,0.374605792,0.499147728,0.706503877,0.454107964,0.094147917,0.306835325,0.208280243,-0.042117362,0.013335508,0.269966326,0.001703253
BF8,BF8_4,5,168,0.355530079,1.06E-17,0.229696327,1,0.317568096,0.58465852,0.764629662,0.423070321,0.179314576,0.423455519,0.263114384,-0.030316808,0.016888169,0.257899036,0.001607143
BF8,BF8_5,5,210,0.360418865,-1.69E-17,-1.941476957,1,0.318233438,0.590935972,0.768723599,0.4348988,0.185400484,0.430581564,0.262664454,-0.036850689,0.008778277,0.199328638,0.001587711
BF8,BF8_6,5,252,0.338112926,1.76E-17,-0.028854911,1,0.349866719,0.561905501,0.749603562,0.437237864,0.193753212,0.44017407,0.269702893,-0.037844497,0.014271748,0.179150784,0.002466945
BF8,BF8_7,5,294,0.338128541,-9.06E-18,-1.984232445,1,0.334530404,0.561926171,0.74961735,0.427079482,0.199529973,0.44668778,0.254921856,-0.032303918,0.022481477,0.244557578,0.003052641
BF8,BF8_8,5,336,0.325246162,1.59E-17,-1.875980415,1,0.346186541,0.544707258,0.738042856,0.420315901,0.175661091,0.419119423,0.263142831,-0.027900367,0.005568531,0.181625723,0.000895872
BF8,BF8_9,5,378,0.345189797,-4.70E-18,0.198749036,1,0.344393122,0.571223598,0.755793357,0.451713222,0.205163143,0.452949383,0.28512176,-0.030297933,0.007821469,0.190143357,0.001334549
BF8,BF8_10,5,420,0.429560682,-4.23E-18,0.528640612,1,0.26925985,0.674598985,0.82133975,0.379581574,0.28585134,0.534650671,0.283857228,-0.02673101,0.00758149,0.197308554,0.000939063
BF9,BF9_1,10,132,0.415442876,0,0.066342253,1,0.321476079,0.658292969,0.811352555,0.479290916,0.15912701,0.39890727,0.292526874,-0.016294908,0.039136716,0.302267817,0.005364018
BF9,BF9_2,10,264,0.479242629,0,0.344324905,1,0.292920663,0.728811761,0.853704727,0.44092368,0.349670105,0.591329101,0.342719617,-0.042404343,0.025365277,0.399542312,0.002806006
BF9,BF9_3,10,396,0.458151667,-2.02E-17,0.266475825,1,0.271508773,0.706400384,0.840476284,0.437177573,0.30515739,0.552410527,0.34621001,-0.031855823,0.025886504,0.390372703,0.001739005
BF9,BF9_4,10,528,0.545719864,-5.89E-18,0.462643139,1,0.231647673,0.793629558,0.890858888,0.386244179,0.455389941,0.67482586,0.337641367,-0.020542414,0.019600251,0.362169241,0.000899117
BF9,BF9_5,10,660,0.713901991,0,0.112200886,1,0.105008697,0.918147929,0.95820036,0.24766128,0.634709511,0.796686583,0.328826848,-0.014080939,0.009321788,0.340821727,0.000283432
BF9,BF9_6,10,792,0.642824967,1.35E-17,0.133107056,1,0.126023558,0.872425996,0.93403747,0.320246255,0.506077109,0.711390968,0.36249109,-0.00888891,0.012922154,0.265676292,0.000305036
BF9,BF9_7,10,924,0.574377699,0,0.484891027,1,0.178624718,0.818845657,0.90490091,0.373759643,0.465580869,0.682334866,0.345294656,-0.020507877,0.010610788,0.296980117,0.000654707
BF9,BF9_8,10,1056,0.544922618,-6.73E-18,0.385016649,1,0.214070907,0.792904577,0.890451895,0.396660409,0.436263919,0.660502777,0.363110497,-0.024417969,0.010698934,0.314535796,0.000780025
BF9,BF9_9,10,1188,0.689583478,0,0.243058144,1,0.140573298,0.903641583,0.950600643,0.263774638,0.671438827,0.81941371,0.285506304,-0.02044706,0.003992132,0.339087412,0.000247165
BF9,BF9_10,10,1320,0.604504504,-1.48E-17,0.187991307,1,0.178259124,0.843583313,0.918467916,0.33347551,0.546726071,0.739409272,0.329265767,-0.021544612,0.009018614,0.305753488,0.000605756
BF10,BF10_1,10,132,0.077604728,-9.42E-17,0.294280842,1,-0.004132918,0.149186962,0.386247281,0.310916711,3.29E-30,1.82E-15,1.48E-15,0.008800065,0.077964743,0.330797078,0.018586222
BF10,BF10_2,10,264,0.076533286,5.72E-17,-37.72840181,1,-0.118771889,0.147209228,0.383678547,0.310596156,4.05E-30,2.01E-15,1.61E-15,0.015124514,0.047351068,0.260337028,0.007910324
BF10,BF10_3,10,396,0.066403271,-1.61E-16,-34.80692525,1,-0.15554842,0.128397147,0.358325477,0.290962821,8.82E-30,2.97E-15,2.39E-15,0.019101334,0.052133974,0.272698211,0.009861024
BF10,BF10_4,10,528,0.066735067,4.37E-17,-0.440807858,1,-0.119101504,0.129016564,0.359188759,0.293593177,3.07E-30,1.75E-15,1.33E-15,0.009193975,0.050357453,0.23949729,0.009591747
BF10,BF10_5,10,660,0.069915796,-3.81E-16,1.66952022,1,-0.135353006,0.134943374,0.367346395,0.296927029,3.37E-30,1.84E-15,1.45E-15,0.009196771,0.052109821,0.235732087,0.011713404
BF10,BF10_6,10,792,0.077227766,-1.55E-16,-0.805754635,1,-0.104130778,0.148491404,0.385345824,0.310086402,2.88E-30,1.70E-15,1.31E-15,0.017806456,0.050635089,0.245673169,0.009798725
BF10,BF10_7,10,924,0.074029338,1.10E-16,-1.193570712,1,-0.100816543,0.142578334,0.377595463,0.308266401,4.12E-30,2.03E-15,1.58E-15,0.014108809,0.049285,0.249263525,0.010210131
BF10,BF10_8,10,1056,0.064238683,-3.36E-18,-1.081707825,1,-0.095579131,0.124350758,0.352634028,0.283891527,5.53E-30,2.35E-15,1.87E-15,0.015729423,0.047049277,0.22729857,0.010342815
BF10,BF10_9,10,1188,0.073581221,1.26E-16,2.776977645,1,-0.090462444,0.141748246,0.376494683,0.300935619,4.37E-30,2.09E-15,1.63E-15,0.011927495,0.043322402,0.229910444,0.009030758
BF10,BF10_10,10,1320,0.073778895,-6.19E-17,-0.298715278,1,-0.088121546,0.142114465,0.376980723,0.307590834,3.94E-30,1.98E-15,1.61E-15,0.012602808,0.040677638,0.215725914,0.006966968
BF11,BF11_1,3,20,0.897891893,9.99E-17,1.464281265,1,0.46600409,0.989573934,0.994773308,0.778229632,0.230377097,0.479976142,0.358199251,-0.020078771,0.081539495,0.278462742,0.004520313
BF11,BF11_2,3,40,0.950867759,6.66E-17,-0.035879416,1,0.353641152,0.997586023,0.998792282,0.692656838,0.302075048,0.549613544,0.426505713,-0.003605174,0.065364057,0.437548058,0.00397477
BF11,BF11_3,3,60,0.899320868,-6.85E-17,0.128541726,1,0.404745001,0.989863712,0.994918948,0.652667173,0.41729067,0.645980395,0.436648222,0.022903098,0.059375195,0.253222578,0.000897844
BF11,BF11_4,3,80,0.971558173,3.33E-17,0.838217642,1,0.38796774,0.999191062,0.999595449,0.627625644,0.486676812,0.697622256,0.439161486,0.022784395,0.006978515,0.221598626,0.000691047
BF11,BF11_5,3,100,0.892247758,3.47E-17,-0.399813811,1,0.372335057,0.988389454,0.994177778,0.6818838,0.380259988,0.616652242,0.43899796,-0.026889096,0.013708167,0.223704513,0.001349379
BF11,BF11_6,3,120,0.913502579,-8.14E-17,0.6138222,1,0.39032634,0.992518196,0.996252075,0.689571153,0.371729824,0.609696501,0.45662894,0.005412669,0.023245398,0.219106135,0.000384743
BF11,BF11_7,3,140,0.971702993,3.17E-17,2.347221141,1,0.321989398,0.999199279,0.99959956,0.544941868,0.585143037,0.764946428,0.386019547,0.003777909,0.021363124,0.189972544,0.000434
BF11,BF11_8,3,160,0.968748309,-3.89E-17,0.502982966,1,0.346153201,0.999023332,0.999511547,0.562964511,0.583420137,0.76381944,0.44417162,0.004132727,0.010755327,0.196659192,0.000432462
BF11,BF11_9,3,180,0.983332404,4.93E-17,0.825369402,1,0.348833295,0.999722191,0.999861086,0.58628379,0.508361581,0.712994797,0.45453639,0.00210935,0.015462336,0.146070721,0.000803209
BF11,BF11_10,3,200,0.95181579,-1.78E-17,0.439405102,1,0.369262829,0.997678282,0.998838466,0.649736774,0.481036188,0.693567724,0.455186301,0.00703697,0.004913275,0.177920016,0.00015216
BF12,BF12_1,6,56,0.890284274,5.15E-17,-1.149129734,1,0.282053067,0.987962459,0.993963007,0.785494874,0.098966085,0.314588755,0.230820546,0.04667474,0.056981868,0.487473376,0.003918369
BF12,BF12_2,6,112,0.859044463,-4.76E-17,1.524609796,1,0.278857743,0.980131537,0.990015928,0.613406858,0.304117033,0.551468071,0.328766062,-0.00966881,0.030996794,0.367148823,0.001527749
BF12,BF12_3,6,168,0.816050823,-3.70E-17,1.079219604,1,0.362649829,0.9661627,0.982935756,0.660023669,0.276186409,0.525534403,0.312781294,-0.007993767,0.027780303,0.292881487,0.002032298
BF12,BF12_4,6,224,0.873289597,3.97E-17,1.346453848,1,0.261607532,0.983944474,0.991939753,0.639936466,0.334925868,0.578727801,0.35148228,0.017630733,0.030600995,0.367664848,0.001854409
BF12,BF12_5,6,280,0.927580839,0,0.168821892,1,0.286729281,0.994755465,0.997374285,0.641549401,0.356735634,0.5972735,0.374675464,0.01244002,0.015199636,0.311043059,0.000539161
