BF,dataset,dim,size,nonlinearity,mean,harmonic_mean,standard_deviation,median,MSE_PRSM_1,RMSE_PRSM_1,MAE_PRSM_1,MSE_PRSM_2,RMSE_PRSM_2,MAE_PRSM_2,gradient1,gradient2,gradient3,gradient4
BF12,BF12_6,6,336,0.950028027,-9.25E-17,0.686898281,1,0.238141312,0.997502802,0.998750621,0.662696966,0.302927305,0.550388322,0.333552666,0.00865205,0.024329722,0.348940809,0.00172253
BF12,BF12_7,6,392,0.895207598,-9.97E-17,0.987464353,1,0.328397286,0.989018552,0.994494119,0.580831061,0.443117999,0.66567109,0.360880395,0.013705256,0.011167293,0.274454299,0.000938096
BF12,BF12_8,6,448,0.950233802,-2.04E-16,1.890498877,1,0.293261618,0.997523326,0.998760895,0.70542673,0.269086029,0.518735028,0.342758354,0.01205562,0.024588319,0.315168439,0.000866714
BF12,BF12_9,6,504,0.924252259,-4.05E-17,-1.531215174,1,0.321130466,0.99426228,0.997127013,0.630696891,0.366499849,0.60539231,0.356282914,0.017882173,0.011802646,0.30221049,0.000754278
BF12,BF12_10,6,560,0.925469564,7.45E-17,0.331883818,1,0.286891934,0.994445214,0.997218739,0.631654318,0.381455236,0.617620625,0.340759799,0.00057238,0.012047688,0.305248358,0.000149285
BF13,BF13_1,9,110,0.806822215,7.07E-18,0.5360769,1,0.273621437,0.962682344,0.98116377,0.720675885,0.11307146,0.336260999,0.245042963,-0.012132285,0.056006755,0.529544851,0.002007956
BF13,BF13_2,9,220,0.846379814,8.28E-17,0.259570948,1,0.216449112,0.976400839,0.98812997,0.696081534,0.182754949,0.427498478,0.286391929,0.0161734,0.029159952,0.483980488,0.001130418
BF13,BF13_3,9,330,0.928143071,-1.35E-17,-0.807830899,1,0.258952141,0.994836582,0.99741495,0.689603444,0.234646662,0.484403408,0.311333055,-0.003659334,0.029124859,0.424399624,0.001637408
BF13,BF13_4,9,440,0.876751787,-2.89E-16,0.468040731,1,0.221429592,0.984809878,0.992375875,0.729612635,0.179576563,0.423764749,0.284572177,-0.008888944,0.018670541,0.381750799,0.000670163
BF13,BF13_5,9,550,0.931294839,-2.13E-16,0.488609821,1,0.279671067,0.995279601,0.997637009,0.66882006,0.27135487,0.520917335,0.301240473,0.004038326,0.016109131,0.439830831,0.000415968
BF13,BF13_6,9,660,0.941379491,2.69E-18,-2.929176303,1,0.227654202,0.996563636,0.998280339,0.707429354,0.222138699,0.471315923,0.298396722,-0.002072628,0.018532583,0.438378078,0.000429131
BF13,BF13_7,9,770,0.918098431,4.27E-17,0.813669307,1,0.246375054,0.993292133,0.996640423,0.67158348,0.275510565,0.524891003,0.30556457,-0.01259962,0.011358918,0.388396782,0.000403278
BF13,BF13_8,9,880,0.91603452,-7.47E-17,-13.39334806,1,0.288040647,0.992949798,0.996468664,0.71505634,0.228088631,0.477586255,0.295814277,0.010835752,0.016171223,0.358864111,0.00061675
BF13,BF13_9,9,990,0.939425528,-2.22E-16,0.779034102,1,0.280972437,0.996330733,0.998163681,0.690305182,0.237145642,0.486976017,0.303216875,0.009243207,0.017320799,0.418738732,0.000666986
BF13,BF13_10,9,1100,0.935801849,8.40E-17,0.467471515,1,0.240145598,0.995878597,0.997937171,0.70906526,0.216699183,0.465509595,0.295320481,0.001784472,0.017539113,0.420192937,0.000382737
BF14,BF14_1,2,12,0.783694736,3.70E-17,-2.629351129,1,0.470989567,0.953212033,0.976325782,0.7095372,0.475902573,0.689856922,0.525524351,-0.009961036,0.021619475,0.414383153,0.000519694
BF14,BF14_2,2,24,0.731826184,-6.48E-17,-0.240119174,1,0.430028018,0.928082804,0.963370544,0.701981547,0.805477449,0.897483955,0.62423537,-0.043045578,0.035783459,0.577115929,0.002668995
BF14,BF14_3,2,36,0.983386006,4.32E-17,0.491474851,1,0.495835533,0.999723975,0.999861978,0.741429904,0.547947552,0.740234796,0.529277313,-0.032809304,0.074286032,0.38386915,0.006349229
BF14,BF14_4,2,48,0.853070724,-9.25E-18,-1.07115919,1,0.433076023,0.978411788,0.989147,0.674088013,0.657639789,0.81094993,0.578679403,0.048328111,0.009899326,0.41358816,0.001156744
BF14,BF14_5,2,60,0.88094314,1.10E-16,0.504449379,1,0.49435334,0.985825464,0.992887438,0.719972876,0.769914099,0.877447491,0.619419138,-0.025098407,0.009821411,0.338626652,0.000727946
BF14,BF14_6,2,72,0.885293415,2.47E-17,-10.48763002,1,0.473000886,0.986842399,0.993399416,0.71175244,0.759205898,0.871324221,0.634511333,-0.015392216,0.003233509,0.442253327,0.000112539
BF14,BF14_7,2,84,0.958959431,3.04E-17,0.184134277,1,0.487243538,0.998315672,0.999157481,0.753794206,0.68760799,0.829221316,0.60203516,-0.052739951,0.043791821,0.347035319,0.006655168
BF14,BF14_8,2,96,0.881769666,7.40E-17,0.658212548,1,0.517894788,0.986021588,0.992986197,0.763935825,0.799135885,0.893944006,0.637764307,0.004951993,0.010998752,0.347575011,0.000156702
BF14,BF14_9,2,108,0.962918568,2.98E-17,1.041414658,1,0.463486681,0.998624967,0.999312247,0.732753041,0.686381668,0.828481543,0.60586129,-0.026167448,0.033719278,0.379840667,0.002322941
BF14,BF14_10,2,120,0.839181389,-5.55E-17,0.231295955,1,0.449938779,0.974137374,0.986983979,0.700874611,0.763429593,0.873744581,0.62244305,0.001162915,0.023064883,0.38654784,6.94E-05
BF15,BF15_1,2,12,0.259891346,-3.70E-17,0.548827923,1,0.193834542,0.452239181,0.672487309,0.578275422,0.3859611,0.621257676,0.474705693,-0.057434814,0.252880192,0.375356002,0.038694271
BF15,BF15_2,2,24,0.865898751,0,-0.647665586,1,0.155702439,0.982016855,0.990967636,0.689056611,0.946730008,0.973000518,0.692781912,-0.098512097,0.143730533,0.6275968,0.022560976
BF15,BF15_3,2,36,0.798074555,1.23E-17,-1.727885885,1,0.022013069,0.959226114,0.979400896,0.750141396,0.918447358,0.958356593,0.730594471,-0.123027526,0.113021464,0.624856997,0.022252693
BF15,BF15_4,2,48,0.669449439,-2.78E-17,-77.30838792,1,0.089327909,0.890736327,0.943788285,0.752203789,0.739714053,0.860066307,0.653712122,-0.089316259,0.098586921,0.347434082,0.025344131
BF15,BF15_5,2,60,0.695960051,2.78E-17,0.963742111,1,-0.04370679,0.907559709,0.952659283,0.760810255,0.801015984,0.894994963,0.722299268,-0.0444954,0.034133121,0.400609487,0.003791141
BF15,BF15_6,2,72,0.956103563,-2.16E-17,-0.329951875,1,0.11852414,0.998073103,0.999036087,0.824069979,0.9794985,0.989696165,0.812936853,-0.01941952,0.033147534,0.545578291,0.001179866
BF15,BF15_7,2,84,0.914758723,-2.64E-18,2.454481016,1,-0.015384826,0.992733925,0.996360339,0.837848534,0.947581365,0.97343791,0.812557224,-0.040671674,0.013431529,0.456750981,0.001196019
BF15,BF15_8,2,96,0.734155216,2.31E-17,0.376902615,1,0.078396869,0.929326551,0.964015846,0.784578291,0.763062745,0.873534627,0.680224398,0.044938439,0.032485721,0.404210016,0.003611631
BF15,BF15_9,2,108,0.897403869,-3.50E-17,-2.09619212,1,-0.139650065,0.989474034,0.994723094,0.836387195,0.986568086,0.993261338,0.834351213,-0.003780022,0.000709443,0.448933816,5.97E-06
BF15,BF15_10,2,120,0.902762278,-4.63E-18,0.303107974,1,-0.038931972,0.990544825,0.995261184,0.783894803,0.900763769,0.949085754,0.753519102,0.002643534,0.006211578,0.355830317,4.61E-05
BF16,BF16_1,2,12,0.638683422,7.40E-17,-0.839939582,1,-0.456586146,0.869450331,0.932443205,0.717085803,0.536617896,0.732542078,0.486353582,-0.059499157,0.002475532,0.494432192,0.000297901
BF16,BF16_2,2,24,0.915185934,0,0.064444792,1,-0.245598337,0.992806574,0.996396796,0.585788829,0.81060054,0.900333572,0.611601662,0.102866676,0.034768461,0.377674562,0.009469836
BF16,BF16_3,2,36,0.945219497,6.48E-17,-0.541370872,1,-0.374829462,0.996999096,0.998498421,0.570339291,0.80156959,0.895304189,0.560012746,0.108294563,0.016665836,0.405708062,0.004448567
BF16,BF16_4,2,48,0.72239501,0,-0.370585976,1,-0.330330412,0.92293547,0.960695305,0.543169701,0.80336833,0.896308167,0.546862842,0.073023933,0.044402778,0.474164532,0.006838271
BF16,BF16_5,2,60,0.820398124,0,2.010714954,1,-0.333363012,0.967743166,0.983739379,0.593266752,0.807745008,0.898746354,0.574586093,0.008790075,0.006929375,0.407038008,0.000149641
BF16,BF16_6,2,72,0.886935456,0,-0.303082966,1,-0.337438484,0.987216409,0.993587645,0.563388131,0.875250033,0.935547985,0.579998723,-0.00326479,0.021767677,0.416184846,0.000170758
BF16,BF16_7,2,84,0.947734458,2.18E-17,-0.366559965,1,-0.337717643,0.997268313,0.998633222,0.578238952,0.861610651,0.928229848,0.583477898,-0.014415554,0.001317618,0.456632679,4.16E-05
BF16,BF16_8,2,96,0.905982486,1.39E-17,-0.11466661,1,-0.365715527,0.991160707,0.995570544,0.605805664,0.854572425,0.924430866,0.605857162,-0.001886154,0.036800774,0.399280765,0.000173842
BF16,BF16_9,2,108,0.893680771,2.31E-17,-0.506552199,1,-0.349638044,0.988696222,0.994332048,0.576359563,0.885935311,0.941241367,0.5940869,0.022904305,0.018790085,0.347725598,0.001237682
BF16,BF16_10,2,120,0.94875861,-7.40E-18,0.096950347,1,-0.304378429,0.99737432,0.998686297,0.5582519,0.868914131,0.932155637,0.564252424,0.018683079,0.006797739,0.431798155,0.000294125
BF17,BF17_1,4,30,0.632963575,1.86E-16,-16.2407238,1,-0.33461739,0.865284263,0.93020657,0.774607837,1.84E-05,0.004292673,0.003278433,-0.020100793,0.082685501,0.446075379,0.004726444
BF17,BF17_2,4,60,0.853527799,3.59E-16,-4.982814843,1,0.064565682,0.978545894,0.989214787,0.797215018,2.63E-05,0.005129823,0.003634935,0.022223034,0.031136987,0.322202787,0.002142275
BF17,BF17_3,4,90,0.843760629,2.41E-17,-0.084407306,1,-0.004990289,0.975589259,0.987719221,0.805912598,1.82E-05,0.004265826,0.00317298,-0.012261371,0.025816015,0.320700492,0.000754416
BF17,BF17_4,4,120,0.863943892,1.11E-16,-0.73399865,1,-0.069248969,0.981488735,0.990701133,0.828131172,2.13E-05,0.00461783,0.003357814,0.001422092,0.024815718,0.263849324,0.00140823
BF17,BF17_5,4,150,0.862863514,3.77E-16,-3.193557278,1,0.049484171,0.981193584,0.990552161,0.793348715,2.00E-05,0.004470129,0.00306293,-0.028783734,0.008267059,0.301439494,0.000723334
BF17,BF17_6,4,180,0.847752294,1.28E-16,-1.034107322,1,-0.086067631,0.976820636,0.988342368,0.808925819,2.17E-05,0.004656438,0.003259764,-0.022524382,0.003467868,0.267954387,0.000287409
BF17,BF17_7,4,210,0.923512104,-8.46E-18,9.304472832,1,-0.148881016,0.994149602,0.99707051,0.819599203,1.70E-05,0.004125235,0.002807416,0.000439438,0.012283729,0.256453001,0.000263997
BF17,BF17_8,4,240,0.896306558,-1.18E-16,-8.521451632,1,-0.144608285,0.98924767,0.994609305,0.811785551,1.97E-05,0.004439342,0.003066456,0.00679182,0.022789336,0.222101477,0.001199825
BF17,BF17_9,4,270,0.870957116,-2.76E-16,0.574829687,1,-0.056292943,0.983347934,0.991639014,0.816048398,1.89E-05,0.004342656,0.002967922,0.010826473,0.008694003,0.233383162,0.00043895
BF17,BF17_10,4,300,0.909374189,1.78E-16,-0.450108123,1,-0.015035315,0.991786962,0.995885015,0.810680968,1.77E-05,0.004205426,0.002952771,-0.013052726,0.013348526,0.237100541,0.001068147
BF18,BF18_1,7,72,0.613527122,2.47E-17,-0.147331358,1,-0.005093795,0.850638715,0.922300772,0.702513053,7.42E-07,0.000861297,0.00061977,-0.012886165,0.038801116,0.420061501,0.003083365
BF18,BF18_2,7,144,0.796225263,-5.55E-17,0.484559646,1,0.019702618,0.958475856,0.979017802,0.788236987,1.46E-06,0.001209368,0.000773943,-0.011224604,0.031833461,0.376903132,0.001067005
BF18,BF18_3,7,216,0.76908776,-2.49E-16,-0.519394328,1,-0.134641749,0.946679538,0.972974582,0.788454272,1.18E-06,0.001085905,0.000669626,-0.003122553,0.024987236,0.346637748,0.000555053
BF18,BF18_4,7,288,0.807194957,9.56E-17,0.196006209,1,0.010916539,0.962826216,0.981237084,0.796423778,1.77E-06,0.001329575,0.000765535,-0.007016803,0.030286417,0.371256842,0.001304724
BF18,BF18_5,7,360,0.87587439,1.54E-16,-4.163763322,1,-0.004480778,0.984592833,0.992266513,0.797057109,1.41E-06,0.001187024,0.000666322,0.002123875,0.023624414,0.360734037,0.00056785
BF18,BF18_6,7,432,0.919197825,5.78E-16,0.557094075,1,-0.059581938,0.993471008,0.996730158,0.792070357,1.83E-06,0.001353737,0.000793989,-0.004466867,0.020072531,0.330779492,0.000511975
BF18,BF18_7,7,504,0.876894318,3.52E-17,0.08336027,1,-0.013271204,0.984844991,0.992393567,0.81357221,1.76E-06,0.00132645,0.000740046,-7.10E-06,0.010845117,0.324115722,0.00012029
BF18,BF18_8,7,576,0.908069402,-4.78E-16,0.498091284,1,-0.050942842,0.991548765,0.995765417,0.809336809,1.44E-06,0.001202026,0.000647904,-0.0045981,0.011109271,0.343869591,0.000200426
BF18,BF18_9,7,648,0.917510282,-2.44E-16,-16.55896053,1,-0.046375975,0.993195446,0.996591916,0.803951706,1.40E-06,0.00118287,0.000679385,-0.010857965,0.019131691,0.326740214,0.001318002
BF18,BF18_10,7,720,0.900197178,2.47E-17,-0.265478447,1,-0.047469304,0.990039397,0.995007235,0.79096707,1.66E-06,0.001289359,0.000676725,-0.008436621,0.015424226,0.311800646,0.000433935
BF19,BF19_1,10,132,0.839664189,8.07E-17,0.059488278,1,-0.083645017,0.974292428,0.987062525,0.821123842,2.01E-07,0.000448777,0.000259978,-0.002321042,0.042928589,0.480737816,0.002405189
BF19,BF19_2,10,264,0.843249526,-4.21E-16,-12.54740821,1,0.001453847,0.975429289,0.987638238,0.786860982,1.80E-07,0.000424147,0.000243496,-0.012512004,0.019371035,0.461789398,0.000555056
BF19,BF19_3,10,396,0.824580321,2.42E-16,-0.478074469,1,-0.077837239,0.969227936,0.984493746,0.78879464,5.65E-08,0.000237734,0.000144881,0.006098389,0.021216762,0.436858177,0.000463165
BF19,BF19_4,10,528,0.881964999,3.36E-17,-0.536418021,1,-0.08780273,0.986067739,0.993009435,0.798554309,1.59E-07,0.000398301,0.000193873,0.006789661,0.026510888,0.442616729,0.001247761
BF19,BF19_5,10,660,0.918819743,-1.47E-16,-0.021112187,1,-0.029299642,0.993409766,0.996699436,0.792829368,1.52E-07,0.00039018,0.000189974,0.001516948,0.01756959,0.40604597,0.000281758
BF19,BF19_6,10,792,0.897390008,-1.86E-16,9.026508951,1,-0.015033991,0.989471189,0.994721664,0.814070481,1.15E-07,0.000339312,0.00016023,0.007943573,0.018087606,0.387665791,0.001021277
BF19,BF19_7,10,924,0.923031009,2.46E-16,2.251244958,1,-0.019583391,0.994075774,0.997033487,0.807465539,1.13E-07,0.000335965,0.00016133,-0.000530277,0.018954038,0.392948063,0.000598756
BF19,BF19_8,10,1056,0.940509237,-4.88E-16,-0.553500803,1,-0.021571034,0.996460849,0.998228856,0.80691907,1.25E-07,0.000353612,0.000163276,0.00265951,0.006798332,0.39551308,4.76E-05
BF19,BF19_9,10,1188,0.922643823,-3.13E-16,-196.1375082,1,-0.030492693,0.994016022,0.997003522,0.792906045,1.42E-07,0.000377489,0.000165598,-0.002427786,0.007855659,0.396963392,0.000125437
BF19,BF19_10,10,1320,0.943385667,-3.79E-16,0.230689657,1,-0.03934691,0.996794817,0.998396122,0.810369674,1.09E-07,0.000330563,0.000149682,-0.00347169,0.0129264,0.37633079,0.000225332
BF20,BF20_1,2,12,0.413425534,-1.04E-15,-0.000755565,1,-0.286490701,0.655930396,0.809895299,0.706412386,0.454892315,0.674457052,0.531102472,0.094514536,0.05788171,0.432009216,0.012663301
BF20,BF20_2,2,24,0.844014718,7.40E-16,-5.29757667,1,-0.153302114,0.975668592,0.987759379,0.746862763,0.610409258,0.781286924,0.546595024,0.153308513,0.012182254,0.382245179,0.004885983
BF20,BF20_3,2,36,0.877100458,2.47E-17,0.831000375,1,-0.051817281,0.984895702,0.992419116,0.770668852,0.572224907,0.756455489,0.602226909,-0.065018779,0.090296811,0.47576392,0.01234013
BF20,BF20_4,2,48,0.870185744,-3.52E-16,-0.796997924,1,-0.087040355,0.983148259,0.99153833,0.783089492,0.513041986,0.716269492,0.598114814,-0.006251897,0.020728106,0.42741589,0.000303194
BF20,BF20_5,2,60,0.911575576,-7.22E-17,-1.427324942,1,0.083873052,0.992181121,0.996082889,0.746232655,0.629347273,0.793314107,0.641562243,0.033894326,0.086304186,0.417682684,0.007003456
BF20,BF20_6,2,72,0.752968512,7.59E-16,-0.328528403,1,-0.137071308,0.938975444,0.969007453,0.766409827,0.430891344,0.656423144,0.524348894,-0.059824907,0.00883852,0.380998267,0.001387837
BF20,BF20_7,2,84,0.872028822,1.09E-15,-2.092475482,1,-0.105048864,0.983623378,0.991777887,0.817147393,0.471326335,0.686532108,0.59044288,-0.015586685,0.037439112,0.350797383,0.001663501
BF20,BF20_8,2,96,0.994789331,-2.78E-17,-19.84700231,1,-0.096363076,0.999972849,0.999986424,0.800652046,0.651012216,0.806853281,0.632504168,0.002313553,0.034496734,0.421672885,0.00018927
BF20,BF20_9,2,108,0.818728177,-8.78E-16,-0.626459114,1,-0.072748915,0.967140526,0.983433031,0.783206408,0.522289048,0.722695681,0.591784001,-0.03773713,0.032591124,0.370020132,0.003323861
BF20,BF20_10,2,120,0.943319573,-1.21E-15,-4.128473718,1,-0.045888683,0.996787329,0.998392372,0.826316932,0.53091512,0.728639225,0.595059819,0.034520615,0.017637456,0.34911872,0.001743979
BF21,BF21_1,2,12,0.569679007,-2.41E-16,-0.547706255,1,-0.144167674,0.814823843,0.902675935,0.739364979,0.03385255,0.183990625,0.133184664,-0.062302491,0.05115475,0.291182147,0.010945274
BF21,BF21_2,2,24,0.515960835,1.85E-17,0.069122393,1,0.039622594,0.765706087,0.875046334,0.712511764,0.066060503,0.257022378,0.204262623,-0.011164723,0.00493423,0.239905481,0.000229629
BF21,BF21_3,2,36,0.673745356,4.93E-17,-0.641985312,1,-0.102623979,0.893557907,0.945281919,0.845564733,0.100739534,0.317394919,0.238141578,-0.046748642,0.005540011,0.233003651,0.001111519
BF21,BF21_4,2,48,0.742460565,1.39E-16,0.394440123,1,-0.073967465,0.93367344,0.966267789,0.762855535,0.071949112,0.268233317,0.209290949,-0.008107594,0.02097688,0.252018519,0.000674839
BF21,BF21_5,2,60,0.691392842,1.57E-16,-7.746726407,1,0.044157629,0.904761622,0.951189583,0.800464162,0.112467131,0.335361195,0.26235046,-0.022154341,0.032464788,0.23506499,0.003059732
BF21,BF21_6,2,72,0.665772292,-1.85E-17,3.316270792,1,-0.23016149,0.888291839,0.942492355,0.766629355,0.111901555,0.334516899,0.2440883,-0.042700694,0.003721541,0.239664921,0.000663061
BF21,BF21_7,2,84,0.649901483,1.98E-16,-0.75081327,1,-0.174747314,0.877431028,0.936712885,0.79120226,0.076879663,0.277271821,0.211140773,-0.023378793,0.00325829,0.182284789,0.000417889
BF21,BF21_8,2,96,0.640072397,-4.63E-18,-4.100061695,1,-0.097154523,0.870452121,0.932980236,0.798119261,0.0974162,0.312115684,0.228788506,-0.04841148,0.01153061,0.17449756,0.003198978
BF21,BF21_9,2,108,0.573576681,-1.64E-16,0.593321161,1,-0.213124468,0.818163153,0.904523716,0.768660171,0.108222468,0.328971835,0.245812225,0.011703642,0.022637533,0.189718861,0.001396496
BF21,BF21_10,2,120,0.673385069,2.96E-17,-0.162029318,1,-0.090619651,0.893322687,0.945157493,0.779256283,0.134553078,0.366814774,0.281437162,-0.017911334,0.013128128,0.199685846,0.001177561
BF22,BF22_1,4,30,0.746903097,3.42E-17,-1.428352094,1,0.1004731,0.935941958,0.967440932,0.774275477,0.359509376,0.599591008,0.431162785,-0.008834011,0.066612003,0.658219029,0.004691085
BF22,BF22_2,4,60,0.93749119,1.07E-15,-27.00271487,1,-0.106434964,0.996092649,0.998044412,0.809617131,0.313637561,0.560033535,0.450911636,-0.050884454,0.052125329,0.387828276,0.007944656
BF22,BF22_3,4,90,0.852010677,8.64E-18,0.122478558,1,-0.034252276,0.97809916,0.988988959,0.77941193,0.360684289,0.60056997,0.484941457,0.025075232,0.061698875,0.453375108,0.007301492
BF22,BF22_4,4,120,0.797409368,2.66E-16,0.444005186,1,0.04236989,0.958957036,0.979263517,0.789423363,0.419383426,0.647598198,0.52303147,0.037945625,0.027551542,0.43175101,0.003114751
BF22,BF22_5,4,150,0.863121845,-4.62E-16,-4.77505057,1,-0.070748543,0.981264371,0.990587891,0.793845853,0.456564782,0.675695776,0.545351391,-0.001622718,0.032223215,0.388318791,0.000517529
BF22,BF22_6,4,180,0.944662436,1.28E-16,6.482704224,1,-0.052042401,0.996937754,0.998467703,0.827359636,0.507604633,0.712463777,0.582336747,0.028916237,0.026670225,0.401916064,0.002217907
BF22,BF22_7,4,210,0.898286175,3.05E-16,-0.505150663,1,-0.012021604,0.989654298,0.9948137,0.804628157,0.477516553,0.691025725,0.55941684,-0.015341473,0.015605962,0.370588924,0.000378581
BF22,BF22_8,4,240,0.871688027,-2.66E-16,-4.020668102,1,0.041015945,0.983536038,0.991733854,0.803568232,0.4031222,0.63491905,0.504246288,-0.009124349,0.019131936,0.35753875,0.000457241
BF22,BF22_9,4,270,0.82743983,1.30E-16,-6.165832311,1,0.01215002,0.970222988,0.984998979,0.80660381,0.521266207,0.721987678,0.595438867,0.003918059,0.010188616,0.387613921,9.76E-05
BF22,BF22_10,4,300,0.868734608,-1.48E-16,-0.832066203,1,0.102716716,0.982769397,0.991347263,0.800519376,0.484664415,0.696178436,0.569010409,-0.010340358,0.019644413,0.410907267,0.000809253
BF23,BF23_1,7,72,0.76264156,-3.02E-16,-0.685092025,1,-0.036204655,0.943660971,0.971422138,0.774424433,0.433786036,0.658624351,0.545103523,-0.033499332,0.053289864,0.541335616,0.003013672
BF23,BF23_2,7,144,0.766700769,2.90E-16,1.130125942,1,-0.079603288,0.945571469,0.972404992,0.78472346,0.359804629,0.599837169,0.48850053,-0.003290526,0.048122456,0.491672101,0.001816216
BF23,BF23_3,7,216,0.839605566,4.19E-16,-1.232069674,1,-0.015132324,0.974273625,0.987053,0.774241049,0.399881107,0.632361532,0.523279266,-0.031625153,0.037080692,0.41675593,0.003681733
BF23,BF23_4,7,288,0.863078358,-9.87E-17,-7.656675451,1,-0.036153673,0.981252464,0.990581881,0.802263062,0.37714387,0.614120403,0.485472711,0.007944992,0.01986449,0.415223388,0.00049091
BF23,BF23_5,7,360,0.879053174,-6.41E-16,-3.526244443,1,-0.024161307,0.985371865,0.992658987,0.816953211,0.409794955,0.64015229,0.519367424,-0.00966857,0.020606012,0.443722696,0.000509593
BF23,BF23_6,7,432,0.934112064,-5.04E-16,-0.984764475,1,-0.021415298,0.99565878,0.997827029,0.81554379,0.441483147,0.664441981,0.539212697,0.021842857,0.025673032,0.447398037,0.001790486
BF23,BF23_7,7,504,0.931468587,-3.31E-16,0.778737493,1,-0.092794643,0.995303445,0.997648959,0.800108518,0.467032314,0.683397625,0.554122341,-0.01111186,0.010259043,0.434973525,0.000435706
BF23,BF23_8,7,576,0.939587889,4.44E-16,-1.480295715,1,-0.027721044,0.996350377,0.99817352,0.806670267,0.514922827,0.717581234,0.57558052,3.53E-05,0.014045331,0.414953834,0.000287239
